id_territorio;tipo_territorio;nombre_territorio;municipio;ciudad;barrio;valor_IST
Lladorre;Municipio;Lladorre;Lladorre;Lladorre;Lladorre;109.2
Lladurs;Municipio;Lladurs;Lladurs;Lladurs;Lladurs;112.0
Llagosta, la;Municipio;Llagosta, la;Llagosta, la;La Llagosta;La Llagosta;88.0
Llambilles;Municipio;Llambilles;Llambilles;Llambilles;Llambilles;120.5
Llanars;Municipio;Llanars;Llanars;Llanars;Llanars;105.3
Llançà;Municipio;Llançà;Llançà;Llançà;Llançà;93.8
Llardecans;Municipio;Llardecans;Llardecans;Llardecans;Llardecans;98.3
Llavorsí;Municipio;Llavorsí;Llavorsí;Llavorsí;Llavorsí;113.4
Lleida;Municipio;Lleida;Lleida;Lleida;Lleida;89.9
Llers;Municipio;Llers;Llers;Llers;Llers;102.6
Lles de Cerdanya;Municipio;Lles de Cerdanya;Lles de Cerdanya;Lles de Cerdanya;Lles de Cerdanya;114.5
Lliçà d'Amunt;Municipio;Lliçà d'Amunt;Lliçà d'Amunt;Lliçà d'Amunt;Lliçà d'Amunt;109.0
Lliçà de Vall;Municipio;Lliçà de Vall;Lliçà de Vall;Lliçà de Vall;Lliçà de Vall;111.5
Llimiana;Municipio;Llimiana;Llimiana;Llimiana;Llimiana;97.1
Llinars del Vallès;Municipio;Llinars del Vallès;Llinars del Vallès;Llinars del Vallès;Llinars del Vallès;106.7
Llívia;Municipio;Llívia;Llívia;Llívia;Llívia;106.2
Lloar, el;Municipio;Lloar, el;Lloar, el;El Lloar;El Lloar;106.6
Llobera;Municipio;Llobera;Llobera;Llobera;Llobera;112.2
Llorac;Municipio;Llorac;Llorac;Llorac;Llorac;113.3
Llorenç del Penedès;Municipio;Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès;102.8
Lloret de Mar;Municipio;Lloret de Mar;Lloret de Mar;Lloret de Mar;Lloret de Mar;79.1
Llosses, les;Municipio;Llosses, les;Llosses, les;Les Llosses;Les Llosses;118.9
Lluçà;Municipio;Lluçà;Lluçà;Lluçà;Lluçà;115.0
Maçanet de Cabrenys;Municipio;Maçanet de Cabrenys;Maçanet de Cabrenys;Maçanet de Cabrenys;Maçanet de Cabrenys;91.6
Maçanet de la Selva;Municipio;Maçanet de la Selva;Maçanet de la Selva;Maçanet de la Selva;Maçanet de la Selva;88.5
Madremanya;Municipio;Madremanya;Madremanya;Madremanya;Madremanya;118.7
Maià de Montcal;Municipio;Maià de Montcal;Maià de Montcal;Maià de Montcal;Maià de Montcal;107.0
Maials;Municipio;Maials;Maials;Maials;Maials;77.5
Maldà;Municipio;Maldà;Maldà;Maldà;Maldà;98.0
Malgrat de Mar;Municipio;Malgrat de Mar;Malgrat de Mar;Malgrat de Mar;Malgrat de Mar;95.3
Malla;Municipio;Malla;Malla;Malla;Malla;125.8
Manlleu;Municipio;Manlleu;Manlleu;Manlleu;Manlleu;77.9
Manresa;Municipio;Manresa;Manresa;Manresa;Manresa;90.5
Marçà;Municipio;Marçà;Marçà;Marçà;Marçà;93.1
Margalef;Municipio;Margalef;Margalef;Margalef;Margalef;84.5
Marganell;Municipio;Marganell;Marganell;Marganell;Marganell;100.5
Martorell;Municipio;Martorell;Martorell;Martorell;Martorell;89.1
Martorelles;Municipio;Martorelles;Martorelles;Martorelles;Martorelles;102.5
Mas de Barberans;Municipio;Mas de Barberans;Mas de Barberans;Mas de Barberans;Mas de Barberans;95.6
Masarac i Vilarnadal;Municipio;Masarac i Vilarnadal;Masarac i Vilarnadal;Masarac i Vilarnadal;Masarac i Vilarnadal;90.3
Masdenverge;Municipio;Masdenverge;Masdenverge;Masdenverge;Masdenverge;91.8
Masies de Roda, les;Municipio;Masies de Roda, les;Masies de Roda, les;Les Masies de Roda;Les Masies de Roda;106.6
Masies de Voltregà, les;Municipio;Masies de Voltregà, les;Masies de Voltregà, les;Les Masies de Voltregà;Les Masies de Voltregà;106.6
Masllorenç;Municipio;Masllorenç;Masllorenç;Masllorenç;Masllorenç;96.6
Masnou, el;Municipio;Masnou, el;Masnou, el;El Masnou;El Masnou;113.6
Masó, la;Municipio;Masó, la;Masó, la;La Masó;La Masó;118.2
Maspujols;Municipio;Maspujols;Maspujols;Maspujols;Maspujols;118.1
Masquefa;Municipio;Masquefa;Masquefa;Masquefa;Masquefa;102.1
Masroig, el;Municipio;Masroig, el;Masroig, el;El Masroig;El Masroig;78.9
Massalcoreig;Municipio;Massalcoreig;Massalcoreig;Massalcoreig;Massalcoreig;69.6
Massanes;Municipio;Massanes;Massanes;Massanes;Massanes;87.7
Massoteres;Municipio;Massoteres;Massoteres;Massoteres;Massoteres;100.1
Matadepera;Municipio;Matadepera;Matadepera;Matadepera;Matadepera;129.9
Mataró;Municipio;Mataró;Mataró;Mataró;Mataró;92.5
Mediona;Municipio;Mediona;Mediona;Mediona;Mediona;96.1
Menàrguens;Municipio;Menàrguens;Menàrguens;Menàrguens;Menàrguens;88.6
Meranges;Municipio;Meranges;Meranges;Meranges;Meranges;116.9
Mieres;Municipio;Mieres;Mieres;Mieres;Mieres;111.2
Milà, el;Municipio;Milà, el;Milà, el;El Milà;El Milà;107.5
Miralcamp;Municipio;Miralcamp;Miralcamp;Miralcamp;Miralcamp;93.5
Miravet;Municipio;Miravet;Miravet;Miravet;Miravet;101.3
Moià;Municipio;Moià;Moià;Moià;Moià;99.2
Molar, el;Municipio;Molar, el;Molar, el;El Molar;El Molar;94.5
Molins de Rei;Municipio;Molins de Rei;Molins de Rei;Molins de Rei;Molins de Rei;114.7
Mollerussa;Municipio;Mollerussa;Mollerussa;Mollerussa;Mollerussa;81.4
Mollet de Peralada;Municipio;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada;106.3
Mollet del Vallès;Municipio;Mollet del Vallès;Mollet del Vallès;Mollet del Vallès;Mollet del Vallès;93.0
Molló;Municipio;Molló;Molló;Molló;Molló;111.7
Molsosa, la;Municipio;Molsosa, la;Molsosa, la;La Molsosa;La Molsosa;112.8
Monistrol de Calders;Municipio;Monistrol de Calders;Monistrol de Calders;Monistrol de Calders;Monistrol de Calders;100.6
Monistrol de Montserrat;Municipio;Monistrol de Montserrat;Monistrol de Montserrat;Monistrol de Montserrat;Monistrol de Montserrat;96.8
Montagut i Oix;Municipio;Montagut i Oix;Montagut i Oix;Montagut i Oix;Montagut i Oix;108.5
Montblanc;Municipio;Montblanc;Montblanc;Montblanc;Montblanc;97.8
Montbrió del Camp;Municipio;Montbrió del Camp;Montbrió del Camp;Montbrió del Camp;Montbrió del Camp;104.9
Montcada i Reixac;Municipio;Montcada i Reixac;Montcada i Reixac;Montcada i Reixac;Montcada i Reixac;96.3
Montclar;Municipio;Montclar;Montclar;Montclar;Montclar;108.2
Montellà i Martinet;Municipio;Montellà i Martinet;Montellà i Martinet;Montellà i Martinet;Montellà i Martinet;106.8
Montesquiu;Municipio;Montesquiu;Montesquiu;Montesquiu;Montesquiu;96.8
Montferrer i Castellbò;Municipio;Montferrer i Castellbò;Montferrer i Castellbò;Montferrer i Castellbò;Montferrer i Castellbò;99.7
Montferri;Municipio;Montferri;Montferri;Montferri;Montferri;97.0
Montgai;Municipio;Montgai;Montgai;Montgai;Montgai;99.9
Montgat;Municipio;Montgat;Montgat;Montgat;Montgat;114.1
Montmajor;Municipio;Montmajor;Montmajor;Montmajor;Montmajor;96.7
Montmaneu;Municipio;Montmaneu;Montmaneu;Montmaneu;Montmaneu;99.3
Montmell, el;Municipio;Montmell, el;Montmell, el;El Montmell;El Montmell;86.5
Montoliu de Lleida;Municipio;Montoliu de Lleida;Montoliu de Lleida;Montoliu de Lleida;Montoliu de Lleida;100.5
Montoliu de Segarra;Municipio;Montoliu de Segarra;Montoliu de Segarra;Montoliu de Segarra;Montoliu de Segarra;109.0
Montornès de Segarra;Municipio;Montornès de Segarra;Montornès de Segarra;Montornès de Segarra;Montornès de Segarra;109.2
Montornès del Vallès;Municipio;Montornès del Vallès;Montornès del Vallès;Montornès del Vallès;Montornès del Vallès;94.7
Mont-ral;Municipio;Mont-ral;Mont-ral;Mont-ral;Mont-ral;102.5
Mont-ras;Municipio;Mont-ras;Mont-ras;Mont-ras;Mont-ras;102.3
Montseny;Municipio;Montseny;Montseny;Montseny;Montseny;117.8
Móra d'Ebre;Municipio;Móra d'Ebre;Móra d'Ebre;Móra d'Ebre;Móra d'Ebre;89.8
Móra la Nova;Municipio;Móra la Nova;Móra la Nova;Móra la Nova;Móra la Nova;87.6
Morell, el;Municipio;Morell, el;Morell, el;El Morell;El Morell;100.0
Morera de Montsant, la;Municipio;Morera de Montsant, la;Morera de Montsant, la;La Morera de Montsant;La Morera de Montsant;88.1
Muntanyola;Municipio;Muntanyola;Muntanyola;Muntanyola;Muntanyola;118.2
Mura;Municipio;Mura;Mura;Mura;Mura;115.7
Nalec;Municipio;Nalec;Nalec;Nalec;Nalec;90.6
Naut Aran;Municipio;Naut Aran;Naut Aran;Naut Aran;Naut Aran;117.0
Navarcles;Municipio;Navarcles;Navarcles;Navarcles;Navarcles;102.3
Navàs;Municipio;Navàs;Navàs;Navàs;Navàs;98.9
Navata;Municipio;Navata;Navata;Navata;Navata;111.4
Navès;Municipio;Navès;Navès;Navès;Navès;108.5
Nou de Berguedà, la;Municipio;Nou de Berguedà, la;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà;118.0
Nou de Gaià, la;Municipio;Nou de Gaià, la;Nou de Gaià, la;La Nou de Gaià;La Nou de Gaià;101.5
Nulles;Municipio;Nulles;Nulles;Nulles;Nulles;108.6
Odèn;Municipio;Odèn;Odèn;Odèn;Odèn;107.4
Òdena;Municipio;Òdena;Òdena;Òdena;Òdena;103.9
Ogassa;Municipio;Ogassa;Ogassa;Ogassa;Ogassa;106.7
Olèrdola;Municipio;Olèrdola;Olèrdola;Olèrdola;Olèrdola;105.5
Olesa de Bonesvalls;Municipio;Olesa de Bonesvalls;Olesa de Bonesvalls;Olesa de Bonesvalls;Olesa de Bonesvalls;107.3
Olesa de Montserrat;Municipio;Olesa de Montserrat;Olesa de Montserrat;Olesa de Montserrat;Olesa de Montserrat;100.6
Oliana;Municipio;Oliana;Oliana;Oliana;Oliana;92.5
Oliola;Municipio;Oliola;Oliola;Oliola;Oliola;115.5
Olius;Municipio;Olius;Olius;Olius;Olius;118.8
Olivella;Municipio;Olivella;Olivella;Olivella;Olivella;105.1
Olost;Municipio;Olost;Olost;Olost;Olost;110.5
Olot;Municipio;Olot;Olot;Olot;Olot;83.6
Oluges, les;Municipio;Oluges, les;Oluges, les;Les Oluges;Les Oluges;113.0
Olvan;Municipio;Olvan;Olvan;Olvan;Olvan;102.1
Omellons, els;Municipio;Omellons, els;Omellons, els;Els Omellons;Els Omellons;111.3
Omells de na Gaia, els;Municipio;Omells de na Gaia, els;Omells de na Gaia, els;Els Omells de na Gaia;Els Omells de na Gaia;104.5
Ordis;Municipio;Ordis;Ordis;Ordis;Ordis;115.0
Organyà;Municipio;Organyà;Organyà;Organyà;Organyà;91.3
Orís;Municipio;Orís;Orís;Orís;Orís;119.3
Oristà;Municipio;Oristà;Oristà;Oristà;Oristà;111.2
Orpí;Municipio;Orpí;Orpí;Orpí;Orpí;116.2
Òrrius;Municipio;Òrrius;Òrrius;Òrrius;Òrrius;120.3
Os de Balaguer;Municipio;Os de Balaguer;Os de Balaguer;Os de Balaguer;Os de Balaguer;108.6
Osor;Municipio;Osor;Osor;Osor;Osor;99.1
Ossó de Sió;Municipio;Ossó de Sió;Ossó de Sió;Ossó de Sió;Ossó de Sió;108.8
Pacs del Penedès;Municipio;Pacs del Penedès;Pacs del Penedès;Pacs del Penedès;Pacs del Penedès;115.1
Palafolls;Municipio;Palafolls;Palafolls;Palafolls;Palafolls;102.3
Palafrugell;Municipio;Palafrugell;Palafrugell;Palafrugell;Palafrugell;82.2
Palamós;Municipio;Palamós;Palamós;Palamós;Palamós;94.3
Palau d'Anglesola, el;Municipio;Palau d'Anglesola, el;Palau d'Anglesola, el;El Palau d'Anglesola;El Palau d'Anglesola;104.6
Palau de Santa Eulàlia;Municipio;Palau de Santa Eulàlia;Palau de Santa Eulàlia;Palau de Santa Eulàlia;Palau de Santa Eulàlia;113.1
Palau-sator;Municipio;Palau-sator;Palau-sator;Palau-sator;Palau-sator;109.4
Palau-saverdera;Municipio;Palau-saverdera;Palau-saverdera;Palau-saverdera;Palau-saverdera;95.7
Palau-solità i Plegamans;Municipio;Palau-solità i Plegamans;Palau-solità i Plegamans;Palau-solità i Plegamans;Palau-solità i Plegamans;109.2
Pallaresos, els;Municipio;Pallaresos, els;Pallaresos, els;Els Pallaresos;Els Pallaresos;116.8
Pallejà;Municipio;Pallejà;Pallejà;Pallejà;Pallejà;112.3
Palma d'Ebre, la;Municipio;Palma d'Ebre, la;Palma d'Ebre, la;La Palma d'Ebre;La Palma d'Ebre;85.5
Palma de Cervelló, la;Municipio;Palma de Cervelló, la;Palma de Cervelló, la;La Palma de Cervelló;La Palma de Cervelló;115.5
Palol de Revardit;Municipio;Palol de Revardit;Palol de Revardit;Palol de Revardit;Palol de Revardit;119.3
Pals;Municipio;Pals;Pals;Pals;Pals;100.8
Papiol, el;Municipio;Papiol, el;Papiol, el;El Papiol;El Papiol;111.0
Pardines;Municipio;Pardines;Pardines;Pardines;Pardines;109.4
Parets del Vallès;Municipio;Parets del Vallès;Parets del Vallès;Parets del Vallès;Parets del Vallès;106.3
Parlavà;Municipio;Parlavà;Parlavà;Parlavà;Parlavà;123.9
Passanant i Belltall;Municipio;Passanant i Belltall;Passanant i Belltall;Passanant i Belltall;Passanant i Belltall;108.0
Pau;Municipio;Pau;Pau;Pau;Pau;100.6
Paüls;Municipio;Paüls;Paüls;Paüls;Paüls;104.2
Pedret i Marzà;Municipio;Pedret i Marzà;Pedret i Marzà;Pedret i Marzà;Pedret i Marzà;109.3
Penelles;Municipio;Penelles;Penelles;Penelles;Penelles;95.4
Pera, la;Municipio;Pera, la;Pera, la;La Pera;La Pera;112.7
Perafita;Municipio;Perafita;Perafita;Perafita;Perafita;105.0
Perafort;Municipio;Perafort;Perafort;Perafort;Perafort;112.7
Peralada;Municipio;Peralada;Peralada;Peralada;Peralada;113.6
Peramola;Municipio;Peramola;Peramola;Peramola;Peramola;99.5
Perelló, el;Municipio;Perelló, el;Perelló, el;El Perelló;El Perelló;80.2
Piera;Municipio;Piera;Piera;Piera;Piera;95.4
Piles, les;Municipio;Piles, les;Piles, les;Les Piles;Les Piles;109.2
Pineda de Mar;Municipio;Pineda de Mar;Pineda de Mar;Pineda de Mar;Pineda de Mar;90.7
Pinell de Brai, el;Municipio;Pinell de Brai, el;Pinell de Brai, el;El Pinell de Brai;El Pinell de Brai;93.1
Pinell de Solsonès;Municipio;Pinell de Solsonès;Pinell de Solsonès;Pinell de Solsonès;Pinell de Solsonès;110.1
Pinós;Municipio;Pinós;Pinós;Pinós;Pinós;112.6
Pira;Municipio;Pira;Pira;Pira;Pira;102.3
Pla de Santa Maria, el;Municipio;Pla de Santa Maria, el;Pla de Santa Maria, el;El Pla de Santa Maria;El Pla de Santa Maria;98.7
Pla del Penedès, el;Municipio;Pla del Penedès, el;Pla del Penedès, el;El Pla del Penedès;El Pla del Penedès;104.2
Planes d'Hostoles, les;Municipio;Planes d'Hostoles, les;Planes d'Hostoles, les;Les Planes d'Hostoles;Les Planes d'Hostoles;94.9
Planoles;Municipio;Planoles;Planoles;Planoles;Planoles;103.1
Plans de Sió, els;Municipio;Plans de Sió, els;Plans de Sió, els;Els Plans de Sió;Els Plans de Sió;109.5
Poal, el;Municipio;Poal, el;Poal, el;El Poal;El Poal;99.8
Pobla de Cérvoles, la;Municipio;Pobla de Cérvoles, la;Pobla de Cérvoles, la;La Pobla de Cérvoles;La Pobla de Cérvoles;98.7
Pobla de Claramunt, la;Municipio;Pobla de Claramunt, la;Pobla de Claramunt, la;La Pobla de Claramunt;La Pobla de Claramunt;107.1
Pobla de Lillet, la;Municipio;Pobla de Lillet, la;Pobla de Lillet, la;La Pobla de Lillet;La Pobla de Lillet;98.5
Pobla de Mafumet, la;Municipio;Pobla de Mafumet, la;Pobla de Mafumet, la;La Pobla de Mafumet;La Pobla de Mafumet;103.2
Pobla de Massaluca, la;Municipio;Pobla de Massaluca, la;Pobla de Massaluca, la;La Pobla de Massaluca;La Pobla de Massaluca;82.7
Pobla de Montornès, la;Municipio;Pobla de Montornès, la;Pobla de Montornès, la;La Pobla de Montornès;La Pobla de Montornès;99.5
Pobla de Segur, la;Municipio;Pobla de Segur, la;Pobla de Segur, la;La Pobla de Segur;La Pobla de Segur;89.4
Poboleda;Municipio;Poboleda;Poboleda;Poboleda;Poboleda;92.1
Pont d'Armentera, el;Municipio;Pont d'Armentera, el;Pont d'Armentera, el;El Pont d'Armentera;El Pont d'Armentera;91.1
Pont de Bar, el;Municipio;Pont de Bar, el;Pont de Bar, el;El Pont de Bar;El Pont de Bar;103.3
Pont de Molins;Municipio;Pont de Molins;Pont de Molins;Pont de Molins;Pont de Molins;106.4
Pont de Suert, el;Municipio;Pont de Suert, el;Pont de Suert, el;El Pont de Suert;El Pont de Suert;93.2
Pont de Vilomara i Rocafort, el;Municipio;Pont de Vilomara i Rocafort, el;Pont de Vilomara i Rocafort, el;El Pont de Vilomara i Rocafort;El Pont de Vilomara i Rocafort;96.7
Pontils;Municipio;Pontils;Pontils;Pontils;Pontils;92.4
Pontons;Municipio;Pontons;Pontons;Pontons;Pontons;84.2
Pontós;Municipio;Pontós;Pontós;Pontós;Pontós;117.4
Ponts;Municipio;Ponts;Ponts;Ponts;Ponts;80.9
Porqueres;Municipio;Porqueres;Porqueres;Porqueres;Porqueres;112.5
Porrera;Municipio;Porrera;Porrera;Porrera;Porrera;106.5
Port de la Selva, el;Municipio;Port de la Selva, el;Port de la Selva, el;El Port de la Selva;El Port de la Selva;96.9
Portbou;Municipio;Portbou;Portbou;Portbou;Portbou;89.6
Portella, la;Municipio;Portella, la;Portella, la;La Portella;La Portella;72.9
Pradell de la Teixeta;Municipio;Pradell de la Teixeta;Pradell de la Teixeta;Pradell de la Teixeta;Pradell de la Teixeta;111.8
Prades;Municipio;Prades;Prades;Prades;Prades;98.3
Prat de Comte;Municipio;Prat de Comte;Prat de Comte;Prat de Comte;Prat de Comte;85.4
Prat de Llobregat, el;Municipio;Prat de Llobregat, el;Prat de Llobregat, el;El Prat de Llobregat;El Prat de Llobregat;99.0
Pratdip;Municipio;Pratdip;Pratdip;Pratdip;Pratdip;91.5
Prats de Lluçanès;Municipio;Prats de Lluçanès;Prats de Lluçanès;Prats de Lluçanès;Prats de Lluçanès;101.6
Prats de Rei, els;Municipio;Prats de Rei, els;Prats de Rei, els;Els Prats de Rei;Els Prats de Rei;103.3
Prats i Sansor;Municipio;Prats i Sansor;Prats i Sansor;Prats i Sansor;Prats i Sansor;125.9
Preixana;Municipio;Preixana;Preixana;Preixana;Preixana;106.6
Preixens;Municipio;Preixens;Preixens;Preixens;Preixens;96.5
Premià de Mar;Municipio;Premià de Mar;Premià de Mar;Premià de Mar;Premià de Mar;103.1
Preses, les;Municipio;Preses, les;Preses, les;Les Preses;Les Preses;111.0
Prullans;Municipio;Prullans;Prullans;Prullans;Prullans;111.2
Puigdàlber;Municipio;Puigdàlber;Puigdàlber;Puigdàlber;Puigdàlber;107.6
Puiggròs;Municipio;Puiggròs;Puiggròs;Puiggròs;Puiggròs;111.0
Puigpelat;Municipio;Puigpelat;Puigpelat;Puigpelat;Puigpelat;107.2
Puig-reig;Municipio;Puig-reig;Puig-reig;Puig-reig;Puig-reig;95.1
Puigverd d'Agramunt;Municipio;Puigverd d'Agramunt;Puigverd d'Agramunt;Puigverd d'Agramunt;Puigverd d'Agramunt;80.4
Puigverd de Lleida;Municipio;Puigverd de Lleida;Puigverd de Lleida;Puigverd de Lleida;Puigverd de Lleida;103.7
Pujalt;Municipio;Pujalt;Pujalt;Pujalt;Pujalt;111.2
Quar, la;Municipio;Quar, la;Quar, la;La Quar;La Quar;98.5
Quart;Municipio;Quart;Quart;Quart;Quart;115.6
Queralbs;Municipio;Queralbs;Queralbs;Queralbs;Queralbs;121.1
Querol;Municipio;Querol;Querol;Querol;Querol;99.0
Rabós;Municipio;Rabós;Rabós;Rabós;Rabós;106.9
Rajadell;Municipio;Rajadell;Rajadell;Rajadell;Rajadell;114.9
Ràpita, la;Municipio;Ràpita, la;Ràpita, la;La Ràpita;La Ràpita;92.0
Rasquera;Municipio;Rasquera;Rasquera;Rasquera;Rasquera;89.4
Regencós;Municipio;Regencós;Regencós;Regencós;Regencós;108.3
Rellinars;Municipio;Rellinars;Rellinars;Rellinars;Rellinars;113.3
Renau;Municipio;Renau;Renau;Renau;Renau;126.1
Reus;Municipio;Reus;Reus;Reus;Reus;90.8
Rialp;Municipio;Rialp;Rialp;Rialp;Rialp;113.0
Riba, la;Municipio;Riba, la;Riba, la;La Riba;La Riba;109.4
Riba-roja d'Ebre;Municipio;Riba-roja d'Ebre;Riba-roja d'Ebre;Riba-roja d'Ebre;Riba-roja d'Ebre;91.6
Ribera d'Ondara;Municipio;Ribera d'Ondara;Ribera d'Ondara;Ribera d'Ondara;Ribera d'Ondara;112.4
Ribera d'Urgellet;Municipio;Ribera d'Urgellet;Ribera d'Urgellet;Ribera d'Urgellet;Ribera d'Urgellet;94.7
Ribes de Freser;Municipio;Ribes de Freser;Ribes de Freser;Ribes de Freser;Ribes de Freser;101.7
Riells i Viabrea;Municipio;Riells i Viabrea;Riells i Viabrea;Riells i Viabrea;Riells i Viabrea;106.8
Riera de Gaià, la;Municipio;Riera de Gaià, la;Riera de Gaià, la;La Riera de Gaià;La Riera de Gaià;108.3
Riner;Municipio;Riner;Riner;Riner;Riner;108.6
Ripollet;Municipio;Ripollet;Ripollet;Ripollet;Ripollet;96.1
Riu de Cerdanya;Municipio;Riu de Cerdanya;Riu de Cerdanya;Riu de Cerdanya;Riu de Cerdanya;116.4
Riudarenes;Municipio;Riudarenes;Riudarenes;Riudarenes;Riudarenes;94.4
Riudaura;Municipio;Riudaura;Riudaura;Riudaura;Riudaura;117.2
Riudecanyes;Municipio;Riudecanyes;Riudecanyes;Riudecanyes;Riudecanyes;95.9
Riudecols;Municipio;Riudecols;Riudecols;Riudecols;Riudecols;105.8
Riudellots de la Selva;Municipio;Riudellots de la Selva;Riudellots de la Selva;Riudellots de la Selva;Riudellots de la Selva;107.3
Riudoms;Municipio;Riudoms;Riudoms;Riudoms;Riudoms;93.6
Riumors;Municipio;Riumors;Riumors;Riumors;Riumors;95.8
Rocafort de Queralt;Municipio;Rocafort de Queralt;Rocafort de Queralt;Rocafort de Queralt;Rocafort de Queralt;88.4
Roda de Berà;Municipio;Roda de Berà;Roda de Berà;Roda de Berà;Roda de Berà;93.2
Roda de Ter;Municipio;Roda de Ter;Roda de Ter;Roda de Ter;Roda de Ter;94.8
Rodonyà;Municipio;Rodonyà;Rodonyà;Rodonyà;Rodonyà;92.6
Roquetes;Municipio;Roquetes;Roquetes;Roquetes;Roquetes;92.6
Roses;Municipio;Roses;Roses;Roses;Roses;79.0
Rosselló;Municipio;Rosselló;Rosselló;Rosselló;Rosselló;95.9
Rourell, el;Municipio;Rourell, el;Rourell, el;El Rourell;El Rourell;103.0
Rubí;Municipio;Rubí;Rubí;Rubí;Rubí;97.7
Rubió;Municipio;Rubió;Rubió;Rubió;Rubió;108.8
Rupià;Municipio;Rupià;Rupià;Rupià;Rupià;116.9
Rupit i Pruit;Municipio;Rupit i Pruit;Rupit i Pruit;Rupit i Pruit;Rupit i Pruit;114.0
Sabadell;Municipio;Sabadell;Sabadell;Sabadell;Sabadell;97.5
Sagàs;Municipio;Sagàs;Sagàs;Sagàs;Sagàs;117.1
Salàs de Pallars;Municipio;Salàs de Pallars;Salàs de Pallars;Salàs de Pallars;Salàs de Pallars;110.3
Saldes;Municipio;Saldes;Saldes;Saldes;Saldes;113.4
Sales de Llierca;Municipio;Sales de Llierca;Sales de Llierca;Sales de Llierca;Sales de Llierca;108.6
Sallent;Municipio;Sallent;Sallent;Sallent;Sallent;99.8
Salomó;Municipio;Salomó;Salomó;Salomó;Salomó;85.6
Salou;Municipio;Salou;Salou;Salou;Salou;89.9
Salt;Municipio;Salt;Salt;Salt;Salt;59.8
Sanaüja;Municipio;Sanaüja;Sanaüja;Sanaüja;Sanaüja;100.3
Sant Adrià de Besòs;Municipio;Sant Adrià de Besòs;Sant Adrià de Besòs;Sant Adrià de Besòs;Sant Adrià de Besòs;87.4
Sant Agustí de Lluçanès;Municipio;Sant Agustí de Lluçanès;Sant Agustí de Lluçanès;Sant Agustí de Lluçanès;Sant Agustí de Lluçanès;114.3
Sant Andreu de la Barca;Municipio;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca;100.4
Sant Andreu Salou;Municipio;Sant Andreu Salou;Sant Andreu Salou;Sant Andreu Salou;Sant Andreu Salou;121.7
Sant Aniol de Finestres;Municipio;Sant Aniol de Finestres;Sant Aniol de Finestres;Sant Aniol de Finestres;Sant Aniol de Finestres;110.4
Sant Antoni de Vilamajor;Municipio;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;110.5
Sant Bartomeu del Grau;Municipio;Sant Bartomeu del Grau;Sant Bartomeu del Grau;Sant Bartomeu del Grau;Sant Bartomeu del Grau;93.0
Sant Boi de Llobregat;Municipio;Sant Boi de Llobregat;Sant Boi de Llobregat;Sant Boi de Llobregat;Sant Boi de Llobregat;99.7
Sant Boi de Lluçanès;Municipio;Sant Boi de Lluçanès;Sant Boi de Lluçanès;Sant Boi de Lluçanès;Sant Boi de Lluçanès;96.0
Sant Cebrià de Vallalta;Municipio;Sant Cebrià de Vallalta;Sant Cebrià de Vallalta;Sant Cebrià de Vallalta;Sant Cebrià de Vallalta;108.7
Sant Celoni;Municipio;Sant Celoni;Sant Celoni;Sant Celoni;Sant Celoni;98.9
Sant Climent de Llobregat;Municipio;Sant Climent de Llobregat;Sant Climent de Llobregat;Sant Climent de Llobregat;Sant Climent de Llobregat;115.1
Sant Climent Sescebes;Municipio;Sant Climent Sescebes;Sant Climent Sescebes;Sant Climent Sescebes;Sant Climent Sescebes;92.4
Sant Cugat del Vallès;Municipio;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès;123.0
Sant Cugat Sesgarrigues;Municipio;Sant Cugat Sesgarrigues;Sant Cugat Sesgarrigues;Sant Cugat Sesgarrigues;Sant Cugat Sesgarrigues;104.5
Sant Esteve de la Sarga;Municipio;Sant Esteve de la Sarga;Sant Esteve de la Sarga;Sant Esteve de la Sarga;Sant Esteve de la Sarga;91.3
Sant Esteve de Palautordera;Municipio;Sant Esteve de Palautordera;Sant Esteve de Palautordera;Sant Esteve de Palautordera;Sant Esteve de Palautordera;116.3
Sant Esteve Sesrovires;Municipio;Sant Esteve Sesrovires;Sant Esteve Sesrovires;Sant Esteve Sesrovires;Sant Esteve Sesrovires;113.4
Sant Feliu de Buixalleu;Municipio;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;104.1
Sant Feliu de Codines;Municipio;Sant Feliu de Codines;Sant Feliu de Codines;Sant Feliu de Codines;Sant Feliu de Codines;102.3
Sant Feliu de Guíxols;Municipio;Sant Feliu de Guíxols;Sant Feliu de Guíxols;Sant Feliu de Guíxols;Sant Feliu de Guíxols;86.2
Sant Feliu de Llobregat;Municipio;Sant Feliu de Llobregat;Sant Feliu de Llobregat;Sant Feliu de Llobregat;Sant Feliu de Llobregat;107.8
